#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-02-17T13:40:33 [V7.5.4]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-02-17T13:40:33	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/AJ/152/157/table2&-out.max=10000	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.4	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_51520157
#Name: J/AJ/152/157
#Title: Mass models for 175 disk galaxies with SPARC (Lelli+, 2016)
#INFO	ivoid=ivo://cds.vizier/j/aj/152/157	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/aj/152/157	    IVOID of underlying data collection
#INFO	creator=Lelli F.	    First author or institution
#INFO	cites=bibcode:2016AJ....152..157L	    Article or Data origin sources
#INFO	journal=AJ	    Journal name
#INFO	original_date=2016	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/AJ/152/157	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.51520157	    Dataset identifier that can be used for citation
#INFO	publication_date=2017-10-11	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_AJ_152_157_table2:
#Name: J/AJ/152/157/table2
#Title: Mass models
#Column	Name	(a11)	Galaxy identifier	[ucd=meta.id;meta.main]
#Column	Dist	(F6.2)	[0.98/127.8] Assumed distance	[ucd=pos.distance;pos.heliocentric]
#Column	Rad	(F6.2)	[0.08/108.31] Galactocentric radius	[ucd=phys.size.radius;pos.galactocentric]
#Column	Vobs	(F6.2)	[1.4/383] Observed circular velocity (V_obs_)	[ucd=phys.veloc]
#Column	e_Vobs	(F5.2)	[0.2/75] Uncertainty in Vobs (1)	[ucd=stat.error]
#Column	Vgas	(F6.2)	[-17/87] Gas velocity contribution (V_gas_) (2)	[ucd=phys.veloc]
#Column	Vdisk	(F6.2)	[1/372] Disk velocity contribution V_disk_ (3)	[ucd=phys.veloc]
#Column	SBdisk	(F7.2)	[0/7394] Disk surface brightness {Sigma}_disk_	[ucd=phot.flux.sb]
Name	Dist	Rad	Vobs	e_Vobs	Vgas	Vdisk	SBdisk
NGC3198    	 13.80	 40.10	150.00	 2.00	 47.48	 64.84	   0.00
NGC3198    	 13.80	 42.17	150.00	 3.00	 48.93	 63.10	   0.00
NGC3198    	 13.80	 44.08	149.00	 3.00	 47.84	 61.63	   0.00
NGC3521    	  7.70	  0.51	143.00	33.10	 -3.74	195.66	5592.84
NGC3521    	  7.70	  0.69	160.00	15.00	 -4.96	213.36	4363.43
NGC3521    	  7.70	  0.86	178.00	 7.92	 -6.20	228.63	3675.14
NGC3521    	  7.70	  1.03	188.00	 8.01	 -7.39	242.31	2808.28
NGC3521    	  7.70	  1.20	187.00	 8.03	 -8.46	244.99	2150.50
NGC3521    	  7.70	  1.38	195.00	 5.60	 -9.15	248.08	2033.53
NGC3521    	  7.70	  1.55	199.00	 7.52	 -9.58	251.75	1846.64
NGC3521    	  7.70	  1.71	203.00	 6.87	 -9.77	258.35	1668.78
NGC3521    	  7.70	  1.89	206.00	 9.22	 -9.95	262.92	1505.22
NGC3521    	  7.70	  2.06	211.00	12.00	 -9.95	270.25	1378.94
NGC3521    	  7.70	  2.23	219.00	13.30	 -9.95	275.10	1175.03
NGC3521    	  7.70	  2.41	216.00	 9.90	-10.14	276.83	 926.08
NGC3521    	  7.70	  2.58	214.00	10.50	-10.60	274.55	 830.56
NGC3521    	  7.70	  2.75	213.00	 8.39	-11.16	274.06	 769.64
NGC3521    	  7.70	  2.92	210.00	13.30	-11.53	273.74	 727.61
NGC3521    	  7.70	  3.09	214.00	 6.67	-11.25	275.23	 682.48
NGC3521    	  7.70	  3.26	213.00	 9.98	 -9.77	276.33	 633.60
NGC3521    	  7.70	  3.43	212.00	11.20	 -7.06	278.46	 575.82
NGC3521    	  7.70	  3.61	215.00	 9.11	  2.40	278.97	 523.07
NGC3521    	  7.70	  3.78	217.00	10.10	  7.87	280.87	 481.98
NGC3521    	  7.70	  3.95	219.00	 8.05	 10.51	281.76	 430.64
NGC3521    	  7.70	  4.12	220.00	 8.29	 12.28	282.78	 369.64
NGC3521    	  7.70	  4.29	218.00	 8.42	 13.95	281.57	 310.22
NGC3521    	  7.70	  4.46	220.00	 9.71	 15.63	279.92	 258.02
NGC3521    	  7.70	  4.64	220.00	20.10	 17.49	276.26	 208.23
NGC3521    	  7.70	  4.81	216.00	23.50	 19.07	272.38	 177.50
NGC3521    	  7.70	  4.98	220.00	14.60	 20.00	268.13	 157.71
NGC3521    	  7.70	  5.15	218.00	12.20	 20.46	264.51	 143.45
NGC3521    	  7.70	  5.32	213.00	23.10	 20.65	260.81	 128.98
NGC3521    	  7.70	  5.49	215.00	21.20	 20.74	257.41	 118.36
NGC3521    	  7.70	  5.67	216.00	18.30	 21.02	254.02	 108.99
NGC3521    	  7.70	  5.84	208.00	31.70	 21.30	251.09	 100.28
NGC3521    	  7.70	  6.01	212.00	25.30	 21.67	248.27	  93.06
NGC3521    	  7.70	  6.19	213.00	23.80	 22.04	245.66	  85.94
NGC3521    	  7.70	  6.35	216.00	19.60	 22.51	243.33	  77.79
NGC3521    	  7.70	  6.64	210.00	25.00	 23.63	238.82	  62.26
NGC3521    	  7.70	  8.82	210.00	10.70	 34.97	209.65	  27.97
NGC3521    	  7.70	 11.07	210.00	10.70	 43.44	188.05	  11.92
NGC3521    	  7.70	 13.32	206.00	 6.25	 45.95	172.02	   6.19
NGC3521    	  7.70	 15.49	206.00	 6.25	 45.39	159.31	   1.91
NGC3521    	  7.70	 17.74	206.00	10.70	 42.23	147.38	   0.00
NGC3726    	 18.00	  3.50	102.00	 7.00	  0.00	138.23	 367.95
NGC3726    	 18.00	  5.24	125.00	 6.10	  0.00	163.99	 200.43
NGC3726    	 18.00	  6.98	145.00	 4.90	  8.76	177.95	 156.27
NGC3726    	 18.00	  8.72	164.00	 3.90	 23.82	182.72	  66.34
NGC3726    	 18.00	 10.47	162.00	 4.80	 31.14	173.68	  42.03
NGC3726    	 18.00	 12.19	160.00	 4.80	 37.29	166.41	  26.80
NGC3726    	 18.00	 13.94	156.00	 4.80	 46.45	159.41	  15.65
NGC3726    	 18.00	 16.03	146.00	 4.85	 53.13	148.01	   6.69
NGC3726    	 18.00	 22.30	158.00	 4.90	 48.17	124.21	   1.41
NGC3726    	 18.00	 27.52	168.00	10.60	 42.67	109.50	   0.29
NGC3726    	 18.00	 30.08	169.00	10.60	 40.52	103.96	   0.14
NGC3726    	 18.00	 32.52	167.00	15.20	 39.01	 99.53	   0.00
NGC3741    	  3.21	  0.23	 13.10	 2.19	  2.45	 11.60	  35.93
NGC3741    	  3.21	  0.47	 17.30	 2.39	  4.75	 13.88	   9.96
NGC3741    	  3.21	  0.70	 23.60	 2.21	  6.71	 13.02	   2.76
NGC3741    	  3.21	  0.93	 26.20	 2.21	  7.80	 11.93	   1.21
NGC3741    	  3.21	  1.17	 27.40	 2.24	  8.39	 10.78	   0.32
NGC3741    	  3.21	  1.40	 26.90	 2.23	  8.84	  9.72	   0.10
NGC3741    	  3.21	  1.64	 27.40	 2.21	  9.23	  8.89	   0.03
NGC3741    	  3.21	  1.87	 31.00	 2.20	  9.41	  8.25	   0.01
NGC3741    	  3.21	  2.10	 32.50	 2.19	  9.55	  7.73	   0.00
NGC3741    	  3.21	  2.33	 33.00	 2.19	 10.05	  7.30	   0.00
NGC3741    	  3.21	  2.57	 36.50	 2.20	 10.65	  6.92	   0.00
NGC3741    	  3.21	  2.80	 38.90	 2.21	 11.28	  6.62	   0.00
NGC3741    	  3.21	  3.26	 41.50	 2.21	 12.00	  6.11	   0.00
NGC3741    	  3.21	  3.73	 42.70	 2.20	 12.41	  5.70	   0.00
NGC3741    	  3.21	  4.21	 44.70	 2.22	 13.14	  5.36	   0.00
NGC3741    	  3.21	  4.67	 46.70	 2.24	 13.55	  5.09	   0.00
NGC3741    	  3.21	  5.14	 48.50	 2.27	 13.86	  4.84	   0.00
NGC3741    	  3.21	  5.61	 50.00	 2.32	 13.86	  4.63	   0.00
NGC3741    	  3.21	  6.07	 50.20	 2.40	 13.76	  4.45	   0.00
NGC3741    	  3.21	  6.54	 50.10	 2.57	 13.55	  4.29	   0.00
NGC3741    	  3.21	  7.00	 51.60	 3.24	 13.34	  4.14	   0.00
NGC3769    	 18.00	  1.74	 87.50	 9.40	 11.85	126.23	 363.15
NGC3769    	 18.00	  3.50	106.00	 7.10	 22.09	136.20	 106.15
NGC3769    	 18.00	  5.24	116.00	 5.30	 28.99	123.81	  34.23
NGC3769    	 18.00	  6.98	125.00	 5.70	 34.81	109.91	  11.25
NGC3769    	 18.00	  8.72	126.00	 4.40	 36.96	 98.62	   3.98
NGC3769    	 18.00	 10.47	123.00	 4.40	 36.75	 89.83	   2.58
NGC3769    	 18.00	 12.31	118.00	 4.60	 34.70	 83.14	   1.42
NGC3769    	 18.00	 14.52	115.00	 6.40	 34.16	 76.18	   0.61
NGC3769    	 18.00	 17.07	122.00	15.20	 34.92	 70.20	   0.41
NGC3769    	 18.00	 31.82	121.00	10.20	 33.73	 50.64	   0.00
NGC3769    	 18.00	 34.61	118.00	10.40	 32.54	 48.51	   0.00
NGC3769    	 18.00	 37.16	113.00	10.50	 31.57	 46.75	   0.00
NGC3877    	 18.00	  0.87	 37.80	 9.00	  0.00	101.87	 753.73
NGC3877    	 18.00	  1.74	 80.10	 9.00	  0.00	114.98	 473.06
NGC3877    	 18.00	  2.61	121.00	 8.50	  0.00	122.00	 368.22
NGC3877    	 18.00	  3.50	142.00	 7.30	  8.66	132.74	 317.36
NGC3877    	 18.00	  4.37	153.00	 6.20	 14.44	143.94	 289.49
NGC3877    	 18.00	  5.24	160.00	 5.30	 18.43	159.88	 271.83
NGC3877    	 18.00	  6.11	162.00	 5.30	 22.09	181.37	 236.60
NGC3877    	 18.00	  6.98	167.00	 4.50	 25.11	193.57	 173.20
NGC3877    	 18.00	  7.85	169.00	 5.30	 26.73	197.84	 132.05
NGC3877    	 18.00	  8.72	171.00	 4.90	 28.23	200.86	 101.24
NGC3877    	 18.00	  9.60	171.00	 4.90	 29.63	201.70	  66.99
NGC3877    	 18.00	 10.47	170.00	 5.70	 30.28	195.05	  43.34
NGC3877    	 18.00	 11.35	169.00	 7.00	 30.28	189.75	  31.05
NGC3893    	 18.00	  1.74	145.00	 6.80	 17.89	202.16	1038.77
NGC3893    	 18.00	  3.50	174.00	 6.80	 17.67	210.45	 328.04
NGC3893    	 18.00	  5.24	194.00	 6.40	 27.48	211.51	 137.00
NGC3893    	 18.00	  6.98	190.00	 5.50	 42.57	187.95	  48.78
NGC3893    	 18.00	  8.81	186.00	 5.80	 48.28	172.49	  34.30
NGC3893    	 18.00	 10.90	188.00	 7.00	 45.48	161.01	  15.26
NGC3893    	 18.00	 13.12	187.00	 8.50	 43.32	148.11	   5.31
NGC3893    	 18.00	 15.33	179.00	12.60	 43.11	134.96	   1.91
NGC3893    	 18.00	 17.30	176.00	11.70	 43.21	126.37	   0.93
NGC3893    	 18.00	 19.05	167.00	13.50	 44.51	119.30	   0.00
NGC3917    	 18.00	  0.87	 24.30	 3.90	  0.00	 35.64	 188.65
NGC3917    	 18.00	  1.74	 49.60	 3.90	  0.00	 47.54	 151.56
NGC3917    	 18.00	  2.61	 73.60	 5.20	  0.00	 60.47	 133.11
NGC3917    	 18.00	  3.50	101.00	 4.40	  7.38	 73.72	 113.10
NGC3917    	 18.00	  4.37	107.00	 3.50	 13.36	 85.03	 102.47
NGC3917    	 18.00	  5.24	115.00	 3.50	 14.01	 96.27	  83.86
NGC3917    	 18.00	  6.11	123.00	 3.90	 12.18	104.34	  66.19
NGC3917    	 18.00	  6.98	130.00	 3.90	 18.32	107.50	  47.17
NGC3917    	 18.00	  7.85	134.00	 3.50	 21.34	109.28	  36.52
NGC3917    	 18.00	  8.72	136.00	 3.90	 21.77	108.62	  26.62
NGC3917    	 18.00	  9.60	137.00	 4.00	 27.37	107.75	  19.83
NGC3917    	 18.00	 10.47	136.00	 3.50	 29.53	106.05	  13.97
NGC3917    	 18.00	 11.35	137.00	 3.50	 32.11	103.37	   9.49
NGC3917    	 18.00	 12.19	137.00	 3.50	 32.87	100.58	   6.45
NGC3917    	 18.00	 13.12	137.00	 5.00	 30.82	 96.92	   3.54
NGC3917    	 18.00	 13.94	138.00	 5.00	 32.01	 93.04	   1.82
NGC3917    	 18.00	 14.86	137.00	 7.50	 31.79	 88.38	   0.79
NGC3949    	 18.00	  1.74	123.00	 5.50	  5.18	160.38	 751.83
NGC3949    	 18.00	  2.61	145.00	 5.50	 14.22	184.96	 538.79
NGC3949    	 18.00	  3.50	152.00	 6.20	 24.46	199.67	 237.30
NGC3949    	 18.00	  4.37	157.00	 6.60	 32.44	188.30	 108.70
NGC3949    	 18.00	  5.24	161.00	 8.80	 37.39	178.75	  59.44
NGC3949    	 18.00	  6.11	165.00	11.20	 41.38	166.45	  30.08
NGC3949    	 18.00	  7.07	169.00	25.50	 46.55	155.24	  18.90
NGC3953    	 18.00	  3.50	181.00	 7.50	  0.00	204.12	 498.34
NGC3953    	 18.00	  5.24	203.00	 6.50	  0.00	218.93	 347.36
NGC3953    	 18.00	  6.98	216.00	 5.60	  0.00	229.11	 268.13
NGC3953    	 18.00	  8.72	223.00	 6.10	  9.06	244.28	 182.72
NGC3953    	 18.00	 10.47	224.00	 5.60	 19.18	247.46	 118.64
NGC3953    	 18.00	 12.19	223.00	 6.10	 28.88	242.84	  62.87
NGC3953    	 18.00	 13.94	224.00	 6.10	 35.56	233.58	  35.30
NGC3953    	 18.00	 15.68	215.00	 9.70	 37.50	218.76	  14.86
NGC3972    	 18.00	  0.87	 39.60	 4.90	  0.00	 48.19	 254.81
NGC3972    	 18.00	  1.74	 73.00	 5.20	  5.93	 61.19	 156.18
NGC3972    	 18.00	  2.61	 89.40	 6.60	  7.31	 74.23	 134.66
NGC3972    	 18.00	  3.50	102.00	 5.30	 13.47	 83.56	  89.27
NGC3972    	 18.00	  4.37	110.00	 4.40	 16.70	 88.18	  79.83
NGC3972    	 18.00	  5.24	116.00	 4.40	 20.91	 99.34	  68.87
NGC3972    	 18.00	  6.11	123.00	 4.40	 24.68	106.44	  37.78
NGC3972    	 18.00	  6.98	130.00	 3.90	 28.34	102.60	  19.69
NGC3972    	 18.00	  7.85	134.00	 6.10	 30.60	 97.10	  11.87
NGC3972    	 18.00	  8.72	134.00	 4.90	 30.07	 92.41	   8.09
NGC3992    	 23.70	  9.19	248.00	 7.00	  0.00	218.11	 212.17
NGC3992    	 23.70	 13.79	264.00	 6.60	  6.57	246.64	 123.44
NGC3992    	 23.70	 18.35	272.00	 5.70	 31.53	243.17	  50.16
NGC3992    	 23.70	 22.94	271.00	 5.70	 46.25	231.91	  20.58
NGC3992    	 23.70	 27.52	264.00	 5.30	 52.31	206.95	   5.11
NGC3992    	 23.70	 32.11	242.00	 7.40	 49.34	187.25	   2.48
NGC3992    	 23.70	 36.70	244.00	 5.30	 46.74	173.25	   1.13
NGC3992    	 23.70	 41.44	241.00	 6.20	 45.26	161.14	   0.43
NGC3992    	 23.70	 46.02	237.00	 8.60	 44.89	151.17	   0.00
NGC4010    	 18.00	  0.87	 39.30	 6.60	  0.00	 32.75	 255.76
NGC4010    	 18.00	  1.74	 54.60	 5.60	 11.53	 62.91	 223.85
NGC4010    	 18.00	  2.61	 65.50	 6.70	 13.36	 83.12	 159.05
NGC4010    	 18.00	  3.50	 83.90	 5.20	 15.73	 93.77	 100.83
NGC4010    	 18.00	  4.37	 94.30	 6.30	 19.72	 97.55	  71.56
NGC4010    	 18.00	  5.24	104.00	 5.70	 22.31	 98.14	  51.09
NGC4010    	 18.00	  6.11	115.00	 5.10	 25.86	 98.57	  39.41
NGC4010    	 18.00	  6.98	127.00	 5.10	 29.63	 99.07	  31.00
NGC4010    	 18.00	  7.85	129.00	 5.10	 33.19	 99.28	  20.82
NGC4010    	 18.00	  8.72	127.00	 5.10	 36.53	 96.65	  13.73
NGC4010    	 18.00	  9.60	124.00	 5.10	 35.56	 93.39	   9.74
NGC4010    	 18.00	 10.47	122.00	 3.90	 33.73	 90.22	   6.87
NGC4013    	 18.00	  5.49	198.00	10.00	  0.00	186.83	 258.72
NGC4013    	 18.00	  6.17	195.00	 5.00	 10.14	197.40	 211.17
NGC4013    	 18.00	  6.92	194.00	 4.00	 19.07	203.18	 152.63
NGC4013    	 18.00	  7.69	195.00	 3.00	 24.03	205.95	 114.26
NGC4013    	 18.00	  8.36	195.00	 3.00	 26.62	205.73	  79.51
NGC4013    	 18.00	  9.12	195.00	 3.00	 28.67	202.75	  49.71
NGC4013    	 18.00	  9.88	192.00	 7.00	 29.74	195.44	  20.91
NGC4013    	 18.00	 10.56	188.00	 8.00	 29.63	185.44	   9.67
NGC4013    	 18.00	 11.31	186.00	 7.00	 29.42	175.66	   4.66
NGC4013    	 18.00	 12.08	186.00	 6.00	 29.85	166.96	   2.88
NGC4013    	 18.00	 12.77	186.00	 5.00	 30.50	160.29	   1.80
NGC4013    	 18.00	 13.47	185.00	 6.00	 31.57	154.56	   1.31
NGC4013    	 18.00	 14.17	180.00	10.00	 32.44	149.44	   0.82
NGC4013    	 18.00	 14.98	163.00	 8.00	 32.98	144.15	   0.43
NGC4013    	 18.00	 15.68	162.00	 6.00	 32.44	140.03	   0.22
NGC4013    	 18.00	 16.37	164.00	 5.00	 31.79	136.17	   0.00
NGC4013    	 18.00	 17.19	166.00	 5.00	 30.82	132.07	   0.00
NGC4013    	 18.00	 17.88	166.00	 5.00	 29.63	128.95	   0.00
NGC4013    	 18.00	 18.58	166.00	 5.00	 28.56	126.05	   0.00
NGC4013    	 18.00	 19.39	166.00	 5.00	 27.91	122.95	   0.00
NGC4013    	 18.00	 20.09	168.00	 5.00	 27.26	120.47	   0.00
NGC4013    	 18.00	 20.79	172.00	 5.00	 26.40	118.15	   0.00
NGC4013    	 18.00	 21.48	173.00	 5.00	 25.97	116.00	   0.00
NGC4013    	 18.00	 22.30	171.00	 5.00	 26.08	113.61	   0.00
NGC4013    	 18.00	 22.99	170.00	 5.00	 26.40	111.72	   0.00
NGC4013    	 18.00	 23.69	172.00	 5.00	 27.16	109.89	   0.00
NGC4013    	 18.00	 24.39	173.00	 5.00	 28.88	108.16	   0.00
NGC4013    	 18.00	 25.20	176.00	 5.00	 30.17	106.26	   0.00
NGC4013    	 18.00	 25.90	178.00	 5.00	 29.96	104.71	   0.00
NGC4013    	 18.00	 26.59	180.00	 6.00	 29.63	103.24	   0.00
NGC4013    	 18.00	 27.41	180.00	 8.00	 29.10	101.58	   0.00
NGC4013    	 18.00	 28.10	180.00	 5.00	 28.45	100.24	   0.00
NGC4013    	 18.00	 28.80	180.00	 5.00	 28.02	 98.94	   0.00
NGC4013    	 18.00	 29.61	178.00	 5.00	 27.59	 97.50	   0.00
NGC4013    	 18.00	 30.31	174.00	 5.00	 27.59	 96.31	   0.00
NGC4013    	 18.00	 31.01	170.00	10.00	 26.19	 95.16	   0.00
NGC4051    	 18.00	  1.74	121.00	14.80	  0.00	169.00	 395.16
NGC4051    	 18.00	  3.50	116.00	 7.80	  0.00	138.74	 255.50
NGC4051    	 18.00	  5.24	140.00	 7.00	  9.08	151.11	 263.40
NGC4051    	 18.00	  6.98	160.00	 6.60	 18.43	181.17	 178.76
NGC4051    	 18.00	  8.72	161.00	 5.20	 29.10	195.63	  87.69
NGC4051    	 18.00	 10.47	154.00	 7.40	 34.92	181.53	  46.60
NGC4051    	 18.00	 12.19	153.00	 9.80	 38.79	169.17	  35.22
NGC4068    	  4.37	  0.21	  4.68	 3.65	  0.92	  6.84	  43.41
NGC4068    	  4.37	  0.64	 13.10	 3.44	  4.01	 16.70	  35.39
NGC4068    	  4.37	  1.06	 22.50	 2.45	  7.70	 21.47	  19.75
NGC4068    	  4.37	  1.48	 30.40	 1.71	 12.50	 23.36	  11.73
NGC4068    	  4.37	  1.91	 36.00	 1.70	 17.24	 23.95	   5.17
NGC4068    	  4.37	  2.33	 41.90	 4.97	 19.86	 22.61	   2.22
NGC4085    	 18.00	  0.87	 42.20	 7.30	  0.00	 94.80	 888.20
NGC4085    	 18.00	  1.74	 79.90	 5.90	 11.42	129.33	 459.63
NGC4085    	 18.00	  2.71	112.00	 6.20	 11.32	142.76	 257.04
NGC4085    	 18.00	  3.58	127.00	 4.90	 18.54	148.78	 177.75
NGC4085    	 18.00	  4.45	130.00	 4.90	 23.17	155.31	  98.21
NGC4085    	 18.00	  5.32	133.00	 4.50	 25.76	149.59	  42.75
NGC4085    	 18.00	  6.20	136.00	 7.40	 25.00	139.16	  13.28
NGC4088    	 18.00	  1.74	 84.90	11.30	  0.00	137.12	 790.04
NGC4088    	 18.00	  3.50	136.00	 9.90	  0.00	180.27	 652.93
NGC4088    	 18.00	  5.24	162.00	 8.00	 16.92	240.94	 469.12
NGC4088    	 18.00	  6.98	179.00	 6.50	 31.57	264.14	 205.90
NGC4088    	 18.00	  8.72	182.00	 6.10	 42.24	243.55	  95.39
NGC4088    	 18.00	 10.47	179.00	 7.00	 48.71	230.28	  52.19
NGC4088    	 18.00	 12.19	174.00	 6.20	 53.67	219.07	  21.94
NGC4088    	 18.00	 13.94	171.00	 7.20	 54.74	199.15	   5.09
NGC4088    	 18.00	 15.68	168.00	 6.10	 54.64	184.18	   3.51
NGC4088    	 18.00	 17.42	165.00	 5.60	 53.77	172.93	   1.72
NGC4088    	 18.00	 19.28	171.00	 8.60	 52.37	162.70	   0.85
NGC4088    	 18.00	 21.48	174.00	 7.60	 50.22	152.44	   0.00
NGC4100    	 18.00	  2.61	120.00	10.50	  5.71	126.18	 351.27
NGC4100    	 18.00	  3.50	148.00	 7.50	  9.28	135.14	 336.69
NGC4100    	 18.00	  4.37	168.00	 6.20	 13.15	152.52	 312.74
NGC4100    	 18.00	  5.24	182.00	 6.10	 16.38	177.98	 278.01
NGC4100    	 18.00	  6.11	190.00	 5.20	 19.18	196.88	 213.01
NGC4100    	 18.00	  6.98	194.00	 5.70	 21.66	207.03	 123.77
NGC4100    	 18.00	  7.85	195.00	 6.10	 23.38	198.89	  64.81
NGC4100    	 18.00	  8.72	193.00	 4.80	 24.46	191.25	  40.14
NGC4100    	 18.00	  9.60	192.00	 3.90	 25.00	180.26	  21.59
NGC4100    	 18.00	 10.47	192.00	 3.50	 25.65	169.65	  15.04
NGC4100    	 18.00	 11.35	191.00	 4.40	 26.73	162.03	  13.24
NGC4100    	 18.00	 12.19	189.00	 4.80	 28.34	157.28	  11.29
NGC4100    	 18.00	 13.12	185.00	 5.30	 30.60	152.13	   6.56
NGC4100    	 18.00	 13.94	182.00	 4.50	 32.54	146.63	   4.29
NGC4100    	 18.00	 14.86	179.00	 6.60	 34.38	141.01	   2.82
NGC4100    	 18.00	 15.68	176.00	 6.20	 36.42	136.34	   2.06
NGC4100    	 18.00	 16.61	174.00	 6.60	 38.36	131.69	   1.52
NGC4100    	 18.00	 17.42	178.00	 8.70	 38.90	128.17	   1.33
NGC4100    	 18.00	 18.35	177.00	 6.20	 37.93	124.63	   0.81
NGC4100    	 18.00	 19.16	169.00	 5.90	 36.96	121.38	   0.36
NGC4100    	 18.00	 20.09	158.00	 6.30	 36.10	117.80	   0.20
NGC4100    	 18.00	 21.02	158.00	 7.60	 34.92	114.69	   0.16
NGC4100    	 18.00	 21.95	158.00	 8.90	 33.73	111.90	   0.11
NGC4100    	 18.00	 22.76	159.00	 9.00	 32.65	109.45	   0.00
NGC4138    	 18.00	  2.61	179.00	14.70	  8.52	197.55	 455.38
NGC4138    	 18.00	  5.24	195.00	 6.80	 19.72	177.52	  58.82
NGC4138    	 18.00	  7.85	181.00	 9.80	 23.38	148.40	  14.08
NGC4138    	 18.00	 10.65	162.00	20.40	 20.04	126.45	   2.75
NGC4138    	 18.00	 13.47	145.00	 9.60	 20.80	110.59	   0.23
NGC4138    	 18.00	 16.03	147.00	17.90	 22.85	100.09	   0.06
NGC4138    	 18.00	 18.58	150.00	21.00	 23.38	 92.33	   0.00
NGC4157    	 18.00	  1.74	 96.40	12.10	  5.73	129.95	1123.87
NGC4157    	 18.00	  3.50	157.00	10.50	 16.49	217.21	 658.27
NGC4157    	 18.00	  5.24	192.00	 8.40	 21.44	237.63	 352.95
NGC4157    	 18.00	  6.98	201.00	 6.90	 24.35	246.25	 198.18
NGC4157    	 18.00	  8.72	201.00	 7.30	 30.50	251.02	 108.77
NGC4157    	 18.00	 10.47	194.00	 6.40	 41.92	230.73	  29.25
NGC4157    	 18.00	 12.19	190.00	 6.00	 51.62	208.57	  13.48
NGC4157    	 18.00	 13.94	186.00	 6.40	 50.11	192.80	   7.50
NGC4157    	 18.00	 15.68	184.00	 6.40	 48.39	179.28	   4.20
NGC4157    	 18.00	 17.42	182.00	 7.30	 52.05	169.24	   2.43
NGC4157    	 18.00	 19.16	181.00	 6.60	 50.54	160.07	   0.66
NGC4157    	 18.00	 20.90	183.00	 6.50	 48.06	151.49	   0.54
NGC4157    	 18.00	 22.65	185.00	 6.50	 52.27	145.00	   0.28
NGC4157    	 18.00	 24.39	186.00	 9.10	 50.33	138.91	   0.07
NGC4157    	 18.00	 26.13	186.00	11.40	 47.42	133.62	   0.04
NGC4157    	 18.00	 27.87	184.00	13.60	 44.83	128.95	   0.02
NGC4157    	 18.00	 29.61	185.00	13.60	 43.00	124.77	   0.00
NGC4183    	 18.00	  0.87	 47.10	 8.20	  2.50	 39.16	 160.21
NGC4183    	 18.00	  1.74	 65.90	 6.60	  5.78	 48.78	  95.41
NGC4183    	 18.00	  2.61	 76.10	 5.60	 11.64	 56.83	  69.97
NGC4183    	 18.00	  3.50	 85.70	 5.60	 13.90	 59.49	  54.44
NGC4183    	 18.00	  4.37	 96.60	 5.20	 17.89	 65.42	  44.82
NGC4183    	 18.00	  5.24	 99.30	 5.20	 23.49	 68.37	  36.54
NGC4183    	 18.00	  6.11	103.00	 5.20	 25.97	 71.96	  32.09
NGC4183    	 18.00	  6.98	107.00	 5.20	 27.48	 75.74	  24.66
NGC4183    	 18.00	  7.85	111.00	 5.20	 31.47	 78.27	  19.68
NGC4183    	 18.00	  8.72	114.00	 6.10	 35.45	 80.37	  13.34
NGC4183    	 18.00	  9.60	115.00	 6.10	 36.42	 78.73	   7.13
NGC4183    	 18.00	 10.47	111.00	 5.60	 37.82	 74.74	   3.83
NGC4183    	 18.00	 11.35	110.00	 5.60	 41.81	 70.87	   2.47
NGC4183    	 18.00	 12.31	111.00	 5.20	 40.20	 67.15	   1.70
NGC4183    	 18.00	 13.12	109.00	 4.80	 38.58	 64.51	   1.38
NGC4183    	 18.00	 14.05	108.00	 4.40	 38.15	 61.97	   1.09
NGC4183    	 18.00	 14.98	109.00	 5.20	 39.01	 59.84	   0.89
NGC4183    	 18.00	 16.03	111.00	 5.30	 38.26	 57.82	   0.71
NGC4183    	 18.00	 16.95	110.00	 4.90	 36.53	 56.23	   0.50
NGC4183    	 18.00	 17.88	109.00	 4.90	 37.39	 54.53	   0.34
NGC4183    	 18.00	 18.93	110.00	 5.30	 36.86	 52.76	   0.26
NGC4183    	 18.00	 19.97	112.00	10.20	 35.67	 51.32	   0.18
NGC4183    	 18.00	 21.02	113.00	11.50	 35.35	 49.87	   0.00
NGC4214    	  2.87	  0.21	 55.50	 7.21	  5.41	 32.30	 541.30
NGC4214    	  2.87	  0.63	 63.20	 5.22	 13.09	 52.43	 190.53
